id,cityId,name,businessName,googleMapsUrl,rating,specialty,address,phone,bio,notes
36,75,,"Diana Orchant Nutrition, LLC","https://www.google.com/maps/place/Diana+Orchant+Nutrition,+LLC/data=!4m7!3m6!1s0x68c083881ea4bdeb:0xcdf22db979014e95!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11r_xh248f!19sChIJ672kHoiDwGgRlU4Bebkt8s0?authuser=0&hl=en&rclk=1",5,Nutritionist,,(201) 208-2578,"""She was so informative and provided incredible guidance.""",
37,75,,Real Nutrition From A to Z,https://www.google.com/maps/place/Real+Nutrition+From+A+to+Z/data=!4m7!3m6!1s0x2f8539170c576237:0xddb6e2922a2cedd8!8m2!3d40.7854705!4d-74.0082484!16s%2Fg%2F11v010gw8c!19sChIJN2JXDBc5hS8R2O0sKpLitt0?authuser=0&hl=en&rclk=1,,Nutritionist,,(929) 251-4852,"""She helped me adjust my diet so I was eating much healthier foods.""",
38,75,,Laura Lagano Nutrition LLC,https://www.google.com/maps/place/Laura+Lagano+Nutrition+LLC/data=!4m7!3m6!1s0x89c259d8ebc8f8cd:0x7b1d5425f0a453c0!8m2!3d40.748141!4d-74.0283483!16s%2Fg%2F1tcv_bbn!19sChIJzfjI69hZwokRwFOk8CVUHXs?authuser=0&hl=en&rclk=1,4.5,Nutritionist,931 Bloomfield St,(201) 551-9744,,
39,75,,Jo Strong,https://www.google.com/maps/place/Jo+Strong/data=!4m7!3m6!1s0x89c25738f2b81619:0xc0bbc5b36aaab266!8m2!3d40.7264553!4d-74.0342103!16s%2Fg%2F11gh9mj20r!19sChIJGRa48jhXwokRZrKqarPFu8A?authuser=0&hl=en&rclk=1,5,Personal trainer,123 Town Square Pl suite 213,(917) 829-0250,,
40,75,,Wombzy Nutrition,https://www.google.com/maps/place/Wombzy+Nutrition/data=!4m7!3m6!1s0x27af3a719bcbed71:0x850a8f55158e2c27!8m2!3d40.771918!4d-74.0120284!16s%2Fg%2F11rl25p4jp!19sChIJce3Lm3E6rycRJyyOFVWPCoU?authuser=0&hl=en&rclk=1,5,Nutritionist,,(201) 878-6199,Onsite services,
41,75,,Rachel Naar Nutrition,https://www.google.com/maps/place/Rachel+Naar+Nutrition/data=!4m7!3m6!1s0xa5dd49b2abf4411:0x2d373b5b179b743!8m2!3d36.4349614!4d-98.134621!16s%2Fg%2F11s46ghsxd!19sChIJEUS_KpvUXQoRQ7d5sbVz0wI?authuser=0&hl=en&rclk=1,5,Dietitian,,(551) 574-0446,"""She is passionate, knowledgable,  dependable, and an expert in the field.""",
42,75,,MBK Nutrition & Wellness,https://www.google.com/maps/place/MBK+Nutrition+%26+Wellness/data=!4m7!3m6!1s0x89c25758a92f74ad:0xd34c519eae1d2d8d!8m2!3d40.7366329!4d-74.0303249!16s%2Fg%2F1pzpt81nh!19sChIJrXQvqVhXwokRjS0drp5RTNM?authuser=0&hl=en&rclk=1,,Nutritionist,51 Newark St. #407,(929) 265-0791,"""Such friendly and professional",
43,75,,"Ashley Beale Nutrition, PLLC","https://www.google.com/maps/place/Ashley+Beale+Nutrition,+PLLC/data=!4m7!3m6!1s0x84bda0cca97e44db:0xb06baf520ab68eae!8m2!3d40.6974881!4d-73.979681!16s%2Fg%2F11vx3b6s3l!19sChIJ20R-qcygvYQRro62ClKva7A?authuser=0&hl=en&rclk=1",5,Nutritionist,,(201) 632-5767,,
44,75,,Jamie FWD,https://www.google.com/maps/place/Jamie+FWD/data=!4m7!3m6!1s0x89c251707fcd86c3:0xb35cc9245e71b42a!8m2!3d40.6974881!4d-73.979681!16s%2Fg%2F11j_ps13rv!19sChIJw4bNf3BRwokRKrRxXiTJXLM?authuser=0&hl=en&rclk=1,,Nutritionist,,(917) 524-9307,"""Ashley is a highly skilled and compassionate dietitian.""",
45,75,,"Kristin J. Reisinger, MS","https://www.google.com/maps/place/Kristin+J.+Reisinger,+MS/data=!4m7!3m6!1s0x89c257485a8e0261:0x9618f9a4c979db0e!8m2!3d40.7342535!4d-74.0497949!16s%2Fg%2F1tcw92n8!19sChIJYQKOWkhXwokRDtt5yaT5GJY?authuser=0&hl=en&rclk=1",1,Nutritionist,,(585) 281-1933,,
46,75,,biaBIA NUTRITION,https://www.google.com/maps/place/biaBIA+NUTRITION/data=!4m7!3m6!1s0x89c250b107f1ceb7:0xad073961fea2cc6b!8m2!3d40.7175154!4d-74.0446024!16s%2Fg%2F11hzyst9p8!19sChIJt87xB7FQwokRa8yi_mE5B60?authuser=0&hl=en&rclk=1,,Nutritionist,,(201) 795-8303,,
47,75,,Momentum Weight & Wellness Center,https://www.google.com/maps/place/Momentum+Weight+%26+Wellness+Center/data=!4m7!3m6!1s0x89c257681acc90cd:0xeb3785f306aa62cd!8m2!3d40.7336785!4d-74.0503436!16s%2Fg%2F11swbzzxd5!19sChIJzZDMGmhXwokRzWKqBvOFN-s?authuser=0&hl=en&rclk=1,,Medical group,142 Palisade Ave # 208,(646) 244-1370,,
48,75,,Nutrition & Health Center Inc.,https://www.google.com/maps/place/Nutrition+%26+Health+Center+Inc./data=!4m7!3m6!1s0x89c3b2ae80ae28b5:0xeb9bc9c7ef24888c!8m2!3d40.6629928!4d-74.2241285!16s%2Fg%2F11f_4s6fvy!19sChIJtSiugK6yw4kRjIgk78fJm-s?authuser=0&hl=en&rclk=1,4.6,Weight loss service,,(201) 821-8903,,
49,75,,"Susana L. Mendelson, RD","https://www.google.com/maps/place/Susana+L.+Mendelson,+RD/data=!4m7!3m6!1s0x89c2575e0f1a5f1d:0x5b7aec5a5c20cd9f!8m2!3d40.7412948!4d-74.0352807!16s%2Fg%2F1tjl6tqp!19sChIJHV8aD15XwokRn80gXFrsels?authuser=0&hl=en&rclk=1",5,Nutritionist,,(908) 469-9440,"""I lost 15 pounds working with our",
50,75,,About Nutrition Perspective,https://www.google.com/maps/place/About+Nutrition+Perspective/data=!4m7!3m6!1s0x89c250b23d7305fb:0xdd16a609fa515115!8m2!3d40.71991!4d-74.043313!16s%2Fg%2F11gfgvypnj!19sChIJ-wVzPbJQwokRFVFR-gmmFt0?authuser=0&hl=en&rclk=1,,Health consultant,121 Newark Ave,(201) 637-2631,,
51,75,,Body Bliss Nutrition,https://www.google.com/maps/place/Body+Bliss+Nutrition/data=!4m7!3m6!1s0x89c25a140c500001:0xfb068a5eabda8462!8m2!3d40.7037765!4d-74.0119032!16s%2Fg%2F11f63x8_sj!19sChIJAQBQDBRawokRYoTaq16KBvs?authuser=0&hl=en&rclk=1,5,Nutritionist,90 Broad St 2nd Floor,(201) 210-5420,,
52,75,,New York City Nutrition,https://www.google.com/maps/place/New+York+City+Nutrition/data=!4m7!3m6!1s0x89c259a5dbee6077:0x7840ad73fbfea715!8m2!3d40.7446272!4d-73.9877157!16s%2Fg%2F11c5wllffl!19sChIJd2Du26VZwokRFaf--3OtQHg?authuser=0&hl=en&rclk=1,4.9,Nutritionist,,(646) 564-3818,"""She has tailored my diet and supplements to fit my unique body's needs.""",
53,75,,Culina Health ,https://www.google.com/maps/place/Culina+Health+%E2%80%A2+Virtual+1:1+Nutrition+Care/data=!4m7!3m6!1s0x89c2593e33dd72c5:0x709b8149d16cad4d!8m2!3d34.7060845!4d-97.170432!16s%2Fg%2F11n5fwhx_q!19sChIJxXLdMz5ZwokRTa1s0UmBm3A?authuser=0&hl=en&rclk=1,4.9,Dietitian,,(212) 328-0195,"""Lorraine did an excellent job of reforming my diet for the better.""",
54,75,,Jordan Kowalczewski,https://www.google.com/maps/place/Jordan+Kowalczewski/data=!4m7!3m6!1s0x89c250b2123aaaab:0x445e7b4402f447ba!8m2!3d40.7200335!4d-74.0426348!16s%2Fg%2F11rwxgc42n!19sChIJq6o6ErJQwokRukf0AkR7XkQ?authuser=0&hl=en&rclk=1,,Nutritionist,,(917) 647-1665,"""She gave me specific and attainable goals that I have been able to achieve.""",
55,75,,Ms. Amanda Kirpitch,https://www.google.com/maps/place/Ms.+Amanda+Kirpitch/data=!4m7!3m6!1s0x89c250b23d73af1f:0xa868a2a8d425ec81!8m2!3d40.7199087!4d-74.04331!16s%2Fg%2F11qgb7rjmx!19sChIJH69zPbJQwokRgewl1KiiaKg?authuser=0&hl=en&rclk=1,,Nutritionist,,(201) 309-2380,,
56,75,,"Danielle Stark Nutrition, Registered Dietitian Nutritionist","https://www.google.com/maps/place/Danielle+Stark+Nutrition,+Registered+Dietitian+Nutritionist/data=!4m7!3m6!1s0x247b1deb0ded8a41:0xa3b11ca3389c8953!8m2!3d40.7813047!4d-73.9771184!16s%2Fg%2F11nnjh234q!19sChIJQYrtDesdeyQRU4mcOKMcsaM?authuser=0&hl=en&rclk=1",4.9,Dietitian,,(201) 210-5420,,
57,75,,Brianna Koleva - FYT Nutrition & Training,https://www.google.com/maps/place/Brianna+Koleva+-+FYT+Nutrition+%26+Training/data=!4m7!3m6!1s0x9aa9e3db51a9fdd:0xa657ec29cf09b982!8m2!3d40.7064445!4d-74.1012775!16s%2Fg%2F11lcbglqf5!19sChIJ3Z8atT2eqgkRgrkJzynsV6Y?authuser=0&hl=en&rclk=1,5,Nutritionist,,(973) 954-0666,"""With her guidance, I lost almost 20 pounds in 90 days.""",
58,75,,"Elizabeth Eilender, RD","https://www.google.com/maps/place/Elizabeth+Eilender,+RD/data=!4m7!3m6!1s0x89c250b22583e6eb:0x3b0b8619d6619ee2!8m2!3d40.7196646!4d-74.0441109!16s%2Fg%2F1tflbkph!19sChIJ6-aDJbJQwokR4p5h1hmGCzs?authuser=0&hl=en&rclk=1",,Nutritionist,,(917) 994-1625,"""What sets her apart is her exceptional skill in customizing meal plans.""",
59,75,,Maya Feller Nutrition | Registered Dietitian & Nutritionist,https://www.google.com/maps/place/Maya+Feller+Nutrition+%7C+Registered+Dietitian+%26+Nutritionist/data=!4m7!3m6!1s0x2e9481d38c0b9623:0xb6d440ddd8d217fb!8m2!3d40.419584!4d-73.6754126!16s%2Fg%2F11pz76p88d!19sChIJI5YLjNOBlC4R-xfS2N1A1LY?authuser=0&hl=en&rclk=1,5,Nutritionist,,(646) 220-4198,,
60,75,,Fitness Blueprint,https://www.google.com/maps/place/Fitness+Blueprint/data=!4m7!3m6!1s0x89c250a574596cef:0xcde7d9f397209714!8m2!3d40.7127236!4d-74.0391348!16s%2Fg%2F1tg9p0y6!19sChIJ72xZdKVQwokRFJcgl_PZ580?authuser=0&hl=en&rclk=1,5,Physical fitness program,,(917) 924-2673,,
61,75,,Well Fed Momma Nutrition and Lactation,https://www.google.com/maps/place/Well+Fed+Momma+Nutrition+and+Lactation/data=!4m7!3m6!1s0x4b384363dd78700f:0xcf51b9176bb5d95f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11vspk5ly8!19sChIJD3B43WNDOEsRX9m1axe5Uc8?authuser=0&hl=en&rclk=1,,Health consultant,,(201) 450-6049,,
62,2,,Shore Nutrition Associates,https://www.google.com/maps/place/Shore+Nutrition+Associates/data=!4m7!3m6!1s0x89c227534538cb95:0x416761370868874a!8m2!3d40.2147858!4d-74.0182099!16s%2Fg%2F11gjsyjpyc!19sChIJlcs4RVMnwokRSodoCDdhZ0E?authuser=0&hl=en&rclk=1,5,Nutritionist,1012 Springwood Ave,(732) 539-3584,"""James is super knowledgeable and professional, highly recommend!""",
63,2,,Taylor Wilson Nutrition & Performance LLC,https://www.google.com/maps/place/Taylor+Wilson+Nutrition+%26+Performance+LLC/data=!4m7!3m6!1s0x89c18924b1f2640d:0x3a879b782b960c1a!8m2!3d40.073132!4d-75.5286145!16s%2Fg%2F11rc4gcc6m!19sChIJDWTysSSJwYkRGgyWK3ibhzo?authuser=0&hl=en&rclk=1,5,Dietitian,,(856) 304-3134,"""I highly recommend working with her for your nutritional needs!""",
64,2,,Laurys nutrition spot,https://www.google.com/maps/place/Laurys+nutrition+spot/data=!4m7!3m6!1s0x89c2262306444083:0x3314729a2f79468!8m2!3d40.2214938!4d-74.0209476!16s%2Fg%2F11fyx7n7nx!19sChIJg0BEBiMmwokRaJT3oilHMQM?authuser=0&hl=en&rclk=1,,Nutritionist,615 Church St,(848) 466-9489,,
65,2,,Nutrition and Weight Loss Center of Ocean,https://www.google.com/maps/place/Nutrition+and+Weight+Loss+Center+of+Ocean/data=!4m7!3m6!1s0x89c22f5068e98217:0xf83c1c3e5e2e2862!8m2!3d40.2610652!4d-74.0407387!16s%2Fg%2F1261r4pw6!19sChIJF4LpaFAvwokRYiguXj4cPPg?authuser=0&hl=en&rclk=1,5,Nutritionist,1819 NJ,(732) 609-3366,"""My experience with Dr. Trish has literally been life changing.""",
